Tree	q1	q2	cellpop	coars	cryst	dens	mfa	moe	rad	rwidth	specsurf	tad	cellwt	h97
E560A3_3_212_2	1.415	-2.212	1533.8534	283.5119	2.6189	431.1884	18.6472	10.4243	26.5675	2.5764	387.046	25.5333	2.0032	420
E560A3_3_213_4	1.119	0.277	1304.2336	320.7447	2.6653	417.9643	16.7569	10.6607	28.853	2.4566	367.3279	27.6947	2.0898	400
E560A3_3_214_2	-0.019	0.576	1651.2469	262.7676	2.6715	432.0083	18.4653	9.7643	25.7051	3.0446	394.6909	24.67	1.9246	390
E560A3_3_214_4	0.643	-1.991	1770.0472	263.9529	2.6396	461.1194	25.6807	8.0065	24.7403	2.0517	385.67	24.0224	2.0077	380
E560A3_3_215_3	-1.203	-1.214	1391.4295	323.5546	2.678	451.099	18.7193	10.357	28.0297	2.9667	351.9489	26.7949	2.1979	630
E560A3_4_001_2	-0.186	1.25	1297.9031	320.6302	2.6021	408.4404	16.5658	9.7016	29.2128	2.8925	365.5885	27.746	2.048	420
E560A3_4_001_4	2.051	-3.731	1339.4725	296.5874	2.5879	394.8731	21.7992	8.13	29.1308	2.7639	392.4195	26.5337	1.9364	400
E560A3_4_003_3	-0.769	-1.692	1327.3682	322.3362	2.6097	426.0337	18.8188	9.5666	29.0159	3.7524	363.6458	27.2022	2.1166	560
E560A3_4_003_5	1.372	-1.565	1450.2159	286.3491	2.6113	408.406	23.3598	8.1769	29.3596	3.9895	395.0209	24.6609	1.938	580
E560A3_4_004_1	2.113	-1.459	1143.472	319.9302	2.592	363.456	20.1454	7.8403	30.7662	4.2658	391.5162	29.8027	1.9147	560
E560A3_4_005_4	1.512	-0.994	1243.027	313.98	2.6669	390.5857	14.2384	10.474	31.4688	3.9375	383.6397	26.6544	1.9766	490
E560A3_4_006_1	-1.135	0.039	1581.2218	273.5448	2.6155	434.7064	17.2133	10.7427	26.2176	2.3883	389.8014	24.9899	1.9756	250
E560A3_4_007_3	0.638	-2.427	1355.774	335.2501	2.6304	447.1683	12.2492	13.176	27.7997	2.74	347.2506	27.987	2.2153	400
E560A3_4_009_2	0.505	-0.555	1425.9448	288.2427	2.6469	410.9366	16.2414	10.4875	27.1004	2.7806	386.1399	26.8355	1.9585	390
E560A3_4_010_4	0.098	-0.527	1138.1761	370.41	2.6172	426.8259	14.297	11.6031	29.9283	2.4405	340.0103	30.098	2.2867	430
E560A3_4_011_4	1.793	-0.686	1518.3115	276.525	2.6458	419.9866	18.476	11.2417	28.5761	3.1885	402.1325	24.0013	1.9439	430
E560A3_4_011_5	1.927	-3.363	1097.4324	352.098	2.6184	386.5632	14.0708	10.3943	32.9918	3.9	370.1196	29.1034	2.0856	600
E560A3_4_012_2	1.212	-3.285	1408.769	329.6422	2.6475	467.5815	19.8153	11.0691	28.355	2.8176	338.7212	26.2391	2.2626	500
E560A3_4_012_4	2.791	-3.062	1348.1376	299.5025	2.5887	402.2916	16.5476	9.1812	30.0464	2.9405	382.3086	25.5269	1.9623	500
E560A3_4_013_4	0.012	1.203	1495.4705	308.7702	2.6132	459.5427	20.2127	10.5351	27.295	2.7882	359.1411	25.8274	2.1661	420
E560A3_4_014_4	1.2	0.537	1325.875	319.1276	2.5918	420.9047	17.5428	10.1229	29.3315	2.7053	369.4113	26.9046	2.0883	430
E560A3_4_014_5	0.747	-0.503	1550.6361	295.0329	2.6237	457.6002	13.0902	14.1249	25.891	2.1566	364.9224	25.6611	2.1157	360
E560A3_4_015_4	1.427	0.751	1645.7423	248.6014	2.7029	410.0146	12.8581	12.5038	26.2939	2.6175	416.5297	23.9934	1.813	310
E560A3_4_016_1	2.752	1.012	1712.022	254.6296	2.6647	435.0742	25.5474	7.6535	25.1956	3.0063	401.0458	24.0787	1.9029	600
E560A3_4_016_4	1.063	0.892	1460.5564	332.6073	2.6188	485.5731	19.136	11.4481	27.6968	2.96	335.6903	25.812	2.3314	520
E560A3_4_019_2	1.401	-2.541	1378.4836	300.5874	2.6318	410.0911	17.612	10.1202	29.0372	2.825	374.6114	26.135	1.9871	440
E560A3_4_019_4	0.658	0.623	1162.2334	344.4156	2.6174	402.2612	13.6318	10.892	29.7759	3.4702	365.5009	30.3565	2.1155	570
E560A3_4_019_5	0.397	-1.589	1232.4085	323.3797	2.602	397.7192	17.8986	9.341	31.0561	3.6724	371.8184	27.1208	2.0295	550
E560A3_4_020_4	1.242	0.786	1199.3811	318.1412	2.6084	382.4144	13.0027	10.2315	30.0199	3.6595	386.8947	28.8663	1.9751	620
E560A3_4_022_3	0.775	-0.632	1590.9303	273.8935	2.6056	432.6767	16.5566	10.9645	25.7183	2.2597	394.9191	25.4851	1.9741	300
E560A3_4_023_4	2.527	0.363	1500.0373	320.4237	2.626	480.6502	15.6092	12.9228	27.598	2.3426	345.2	24.8828	2.2801	370
E560A3_4_024_1	1.319	-1.83	1702.9843	260.8765	2.6176	439.9739	20.9271	10.0244	25.7406	2.1821	398.9357	23.9639	1.9412	350
E560A3_4_024_2	-2.842	0.782	1367.048	285.2913	2.7057	385.0895	18.6057	9.4103	28.9538	3.1722	414.852	26.8328	1.8743	575
E560A3_4_025_1	0.3	-0.512	1358.5377	319.5411	2.6026	433.2213	16.6146	11.3843	29.3514	2.4474	365.9798	26.0611	2.1317	380
E560A3_4_026_2	-0.397	-0.569	1513.0073	287.8579	2.6418	440.2047	17.916	10.9325	26.9515	2.1661	372.1859	25.2982	2.038	310
E560A3_4_027_4	2.267	-1.047	1468.459	266.706	2.6265	386.5541	17.1209	9.6524	28.18	3.6187	413.7297	25.1993	1.8111	490
E560A3_4_028_1	1.906	-0.87	1291.1112	367.3155	2.5926	476.361	19.7173	9.8014	29.3144	3.8048	326.6673	27.5099	2.4273	545
E560A3_4_029_2	0.94	-0.085	1413.2874	308.4159	2.6334	438.1935	20.6178	10.1113	27.8399	2.8	358.1487	26.4401	2.103	420
E560A3_4_030_2	0.695	0.148	1516.717	250.1671	2.6901	379.3639	20.1697	8.3634	27.8024	3.3944	435.2477	24.8685	1.7368	650
E560A3_4_031_5	0.827	-0.685	1554.3566	289.7258	2.6219	453.8353	15.4343	11.7574	25.6927	2.0569	371.7452	25.5419	2.0975	390
E560A3_4_032_5	1.87	-4.034	1324.7336	323.7528	2.6041	427.9977	16.7844	10.779	28.8411	2.6861	359.4763	27.2852	2.1256	390
E560A3_4_033_4	2.05	0.376	1410.2082	336.338	2.6199	475.5711	14.6888	13.2687	27.7541	2.8725	338.5363	26.5123	2.3177	500
E560A3_4_034_1	2.92	-2.427	1225.7247	355.4077	2.594	437.1448	17.2902	10.3967	30.8959	4.0412	346.9125	27.7976	2.2619	630
E560A3_4_035_4	0.848	1.142	1318.1019	346.8536	2.6147	455.2476	13.3191	13.2211	29.8008	3.1225	339.6524	26.8771	2.2829	510
E560A3_4_035_5	2.142	-1.029	1332.9709	291.6983	2.5705	387.9265	21.0342	8.194	30.0243	2.5812	396.2007	25.9751	1.8986	490
E560A3_4_037_4	1.322	-3.668	1218.4886	371.8016	2.5683	451.1399	17.4134	10.611	30.9943	3.3011	327.9072	27.7987	2.3501	550
E560A3_4_038_2	-1.064	0.729	1385.919	319.4359	2.6238	443.341	18.7657	10.7345	27.8482	2.7971	357.7818	27.1138	2.1619	450
E560A3_4_039_2	-0.843	-1.053	1261.9406	332.8065	2.6021	419.923	12.1855	12.7938	29.7232	2.3566	353.1076	27.4887	2.1297	430
E560A3_4_039_3	0.209	-0.169	1232.5079	343.0163	2.579	417.1856	15.4865	11.2067	30.6395	2.475	357.5559	27.6423	2.1547	410
E560A3_4_040_2	3.266	-0.976	1362.8472	302.8112	2.5836	417.9948	21.4783	8.926	28.9792	2.2406	384.399	25.9399	2.0361	330
E560A3_4_040_3	-0.727	-0.509	1303.3498	332.1092	2.5287	434.8859	24.1077	8.5401	29.4182	2.3539	357.5015	27.028	2.1792	440
E560A3_4_041_4	-5.46	2.162	1390.6146	277.0804	2.6325	388.7774	22.5725	7.9479	28.3501	3.9118	406.3363	26.3047	1.8588	635
E560A3_4_042_3	-6.143	2.344	1175.1359	365.5514	2.6051	427.5399	13.5403	12.1056	30.8249	3.3804	343.4846	28.925	2.2641	720
E560A3_4_043_3	-6.249	2.056	1157.616	311.1046	2.5085	359.6459	24.2739	6.7367	31.653	3.9852	401.0055	28.4788	1.8789	700
E560A3_4_044_2	-4.357	0.439	1382.2713	268.6368	2.6121	370.9773	22.7298	7.5353	27.8487	3.8721	422.3196	27.0553	1.778	610
E560A3_4_045_5	-4.785	3.288	1230.1946	337.2135	2.6053	412.6833	16.2723	10.2532	29.476	3.2962	365.9789	29.0854	2.1259	600
E560A3_4_046_1	-4.153	-0.855	1318.9807	297.7293	2.6174	393.973	14.2719	10.7161	29.5183	4.0083	394.876	26.6145	1.9456	520
E560A3_4_047_2	-5.01	-1.475	1412.3302	322.3481	2.6073	458.1317	15.552	12.3047	26.7804	2.5679	352.3566	27.1178	2.2199	500
E560A3_4_047_5	-5.556	-0.781	1408.6595	294.6283	2.6091	418.0806	12.6798	11.925	27.602	2.99	384.9354	26.8078	2.0061	450
E560A3_4_048_5	-4.863	-1.215	1229.2702	304.1736	2.5767	373.131	20.0544	7.7995	30.7576	4.0655	394.5182	27.5401	1.8982	580
E560A3_4_049_1	-5.194	-4.435	1548.3	242.2393	2.5963	376.3665	24.529	7.3379	26.6013	3.9109	439.5258	25.1523	1.7049	430
E560A3_4_049_2	-5.375	-1.989	1611.207	271.9265	2.6809	436.3296	15.8919	11.4235	25.7435	3.5819	383.2503	25.2038	1.9667	605
E560A3_4_050_2	-3.007	-1.761	1388.4523	290.3506	2.6358	400.6876	13.1395	12.374	26.6959	3.1987	392.894	27.893	1.9373	470
E560A3_4_050_5	-4.625	-1.302	1308.2986	283.8618	2.5249	369.9085	26.0157	6.9278	30.1805	4.675	413.6499	26.3953	1.8216	640
E560A3_4_051_3	-17.168	9.268	1261.7196	290.7693	2.617	364.8955	21.3105	7.9219	31.0693	3.4294	414.6577	26.7449	1.8267	500
E560A3_4_051_4	-20.787	9.134	1290.4112	329.0274	2.628	422.7775	20.5508	9.1876	30.4762	4.175	357.7386	26.6435	2.1261	725
E560A3_4_052_3	-19.568	9.395	1471.478	276.2709	2.5614	406.9286	22.0472	8.0743	28.3722	2.5441	396.9687	24.7607	1.9037	370
E560A3_4_053_2	-20.069	7.64	1387.7679	301.343	2.6227	420.2435	15.788	11.1522	28.9861	2.2889	378.496	25.6491	2.0316	290
E560A3_4_053_3	-19.83	8.851	1334.4377	326.0162	2.5824	440.5723	14.3841	11.8875	29.229	3.2776	364.4358	26.7218	2.1855	520
E560A3_4_053_4	-19.201	9.219	1175.6887	341.0704	2.6024	403.5735	12.1071	11.9489	31.9078	3.5105	367.5685	27.7242	2.1126	470
E560A3_4_054_4	-5.224	1.025	1227.874	316.0127	2.7281	383.5527	22.9531	7.8924	30.9921	4.4645	387.8376	27.6084	1.9642	550
E560A3_4_054_5	-3.395	-0.599	1341.9258	306.2863	2.6088	412.8359	14.2091	11.0765	29.283	2.8906	380.5809	26.3063	2.0286	405
E560A3_4_055_4	-5.871	3.047	1371.3098	298.3398	2.6292	409.4596	19.9506	8.9069	28.3622	3.4676	382.6249	26.9021	1.9884	520
E560A3_4_056_2	0.041	-1.005	1341.6981	292.6904	2.7676	386.7366	18.3482	10.0338	28.5505	3.3297	397.4127	27.3393	1.8994	610
E560A3_4_058_3	0.415	-2.538	1356.383	323.994	2.5885	440.0916	17.1454	11.3526	29.1925	2.8557	357.9738	26.5782	2.1631	530
E560A3_4_059_2	-0.963	0.406	1183.9534	380.4891	2.6016	451.4271	12.811	12.6901	31.4477	3.2145	324.6355	27.8865	2.3829	580
E560A3_4_059_3	-4.454	0.249	1470.0237	282.7559	2.6433	412.4711	18.9467	10.048	26.7455	3.3971	384.9639	26.3902	1.9394	480
E560A3_4_060_2	0.306	0.181	1201.2434	354.8735	2.5645	424.9271	17.3618	10.1599	29.5163	3.7905	348.1977	29.6903	2.2158	580
E560A3_4_061_3	2.856	1.512	1262.9946	282.1455	2.5989	353.043	22.3121	7.2271	30.2338	4.1542	424.5263	27.528	1.768	330
E560A3_4_061_5	3.138	3.113	1096.9477	376.7857	2.589	412.4944	19.7836	10.0948	33.9743	3.0962	339.6946	27.8141	2.233	440
E560A3_4_062_5	-4.978	1.715	1375.6975	278.0728	2.5965	379.2574	17.9544	9.1188	29.3043	3.3868	410.2206	25.9551	1.8289	485
E560A3_4_063_1	5.616	2.464	1451.033	284.2014	2.6107	414.2957	17.8988	9.9663	29.1503	3.0617	387.9473	24.3377	1.9483	240
E560A3_4_063_2	5.518	1.527	1634.8052	245.7814	2.6234	397.2733	26.9322	7.2902	27.5605	2.475	425.1201	23.048	1.7634	250
E560A3_4_065_1	4.776	1.109	1550.3606	278.606	2.5592	428.4354	28.6493	6.3849	27.3084	3.2028	383.0216	24.674	1.967	475
E560A3_4_065_5	3.047	0.876	1190.3442	331.0477	2.5914	393.8715	18.7675	9.1715	31.9683	3.3898	370.4043	27.2051	2.0426	550
E560A3_4_066_4	0.192	-0.342	1216.7462	303.2956	2.5899	366.0214	15.9465	9.1682	31.1759	4.1579	399.6011	27.5357	1.8704	510
E560A3_4_067_1	-6.428	0.904	1260.3633	305.9676	2.5669	383.9046	18.4773	8.7528	32.0327	3.5667	395.8595	25.8062	1.9298	590
E560A3_4_067_2	-4.54	-0.587	1627.2124	242.2884	2.6659	396.2172	19.5272	9.4158	27.4208	2.3063	434.1199	23.19	1.7553	385
E560A3_4_068_4	-4.178	-2.07	1447.2206	309.7376	2.5763	449.1881	22.3155	9.3628	26.7653	2.6547	356.7373	26.7425	2.1409	470
E560A3_4_068_5	-2.852	-2.484	1258.3742	345.1482	2.5942	437.072	14.485	11.2343	28.6517	2.425	345.0581	28.4319	2.2311	330
E560A3_4_070_5	3.488	-1.393	1309.0709	338.9473	2.6121	437.2578	15.9718	11.2483	29.5257	2.5958	345.7447	26.9434	2.2003	365
E560A3_4_071_5	0.141	1.547	1180.0577	325.0982	2.6361	383.6043	20.5344	8.5866	32.4253	5.2821	380.8024	27.2369	1.9901	570
E560A3_4_072_1	-3.554	0.121	1372.5192	333.8098	2.6097	450.6067	16.3011	11.6923	27.119	3.3112	353.0084	28.4313	2.2275	550
E560A3_4_074_1	-3.675	1.276	1563.2391	271.4628	2.6486	422.8298	21.0743	9.5931	28.4858	2.6321	394.9815	23.3451	1.924	375
E560A3_4_076_1	-3.647	-0.567	1244.2185	368.3929	2.6135	457.8806	13.5741	13.1519	30.4902	2.6592	330.4889	27.6487	2.3647	530
E560A3_4_076_4	0.404	-2.917	1244.9401	353.3411	2.6094	435.9964	16.6071	11.7327	30.4919	3.0405	347.6721	27.6186	2.2474	660
E560A3_4_077_3	0.777	-2.848	1306.6114	305.5444	2.5065	397.8937	23.6745	7.857	30.8729	3.6034	387.6519	25.9697	1.9716	650
E560A3_4_078_3	-1.525	-1.447	1144.3091	345.0984	2.4805	396.528	25.0582	7.2211	30.3727	3.8131	363.3783	29.8911	2.0993	610
E560A3_4_079_3	0.76	-2.391	1326.4556	338.3428	2.5689	442.5609	21.7961	9.606	28.8562	2.9475	350.4182	27.2773	2.218	565
E560A3_4_079_4	-2.018	-0.029	1226.5702	325.5554	2.5569	394.837	20.0984	9.0544	31.3233	3.5821	388.1897	27.5817	2.0354	630
E560A3_4_080_2	0.084	-2.011	1208.0041	336.7987	2.5556	399.5721	21.8689	8.5654	32.0192	4.4774	370.3422	27.4362	2.0699	730
E560A3_4_080_5	-3.011	0.906	1190.6207	362.7492	2.6092	434.3839	12.2833	12.5223	31.6117	3.2155	348.7436	27.8311	2.2839	540
E560A3_4_081_2	-0.518	-3.346	1303.7036	284.9382	2.5893	362.7307	24.0245	7.375	29.7404	3.8413	423.1986	27.4537	1.8052	630
E560A3_4_082_4	-0.544	-2.176	1327.6739	365.6848	2.6455	489.144	12.3886	14.1925	28.5509	2.8528	326.5524	27.3727	2.4677	430
E560A3_4_082_5	-0.468	-3.047	1147.9861	350.7088	2.5833	404.9335	16.3798	10.0575	30.5471	2.7842	358.3786	29.605	2.1464	400
E560A3_4_083_2	3.455	-3.298	1197.1341	327.4361	2.5568	391.5139	21.3728	8.1171	31.7189	3.2921	373.3417	27.2737	2.0238	470
E560A3_4_084_1	1.716	-2.263	1579.5781	263.7589	2.7886	394.574	17.7084	9.9386	27.932	2.3482	423.3654	23.7462	1.8092	315
E560A3_4_086_3	-0.9	-3.775	1627.8026	259.2512	2.7796	417.5864	17.9173	10.7709	26.3458	3.2618	406.9698	24.4004	1.8712	470
E560A3_4_086_4	2.518	-3.54	1571.662	257.6146	2.6406	403.5133	18.2792	9.7833	25.9003	2.9196	417.3724	25.787	1.8313	390
E560A3_4_087_2	0.917	-0.249	1974.6804	236.3965	2.5852	466.0231	23.8062	8.319	23.9847	2.2786	398.3177	21.6825	1.9101	370
E560A3_4_088_2	-0.864	-0.101	1219.2823	373.5939	2.6085	452.6105	15.3826	12.3074	31.2996	3.1868	324.9947	27.4147	2.3567	510
E560A3_4_088_5	1.695	-0.888	1215.6698	345.1732	2.5615	412.2344	17.0181	9.9397	31.2807	3.2175	354.765	27.5694	2.1391	555
E560A3_4_090_4	-0.375	-0.499	1153.3465	373.9038	2.5764	430.9884	17.7329	10.63	32.3474	3.4444	336.9818	27.9663	2.2928	500
E560A3_4_091_3	-0.006	-1.551	1251.6133	326.1728	2.5085	407.8745	22.6959	8.3688	29.8146	3.5431	364.1394	27.7234	2.0719	380
E560A3_4_092_2	0.709	0	1319.6747	289.4962	2.5854	380.0631	19.1666	8.6505	28.7012	2.9778	404.6606	27.6431	1.8707	435
E560A3_4_092_3	-0.259	-0.181	1219.3138	316.2637	2.5921	380.9703	16.445	9.7743	31.573	3.3053	387.797	27.4029	1.954	430
E560A3_4_094_2	-0.117	-0.663	1448.2529	284.1043	2.6114	402.2564	21.1088	9.0228	27.8088	4.2461	389.7707	26.1898	1.9092	520
E560A3_4_094_4	2.126	-2.04	1425.1802	305.1712	2.5843	434.7644	13.3239	12.4989	26.957	2.5074	369.1288	26.8263	2.0907	400
E560A3_4_095_1	0.246	-1.279	1791.052	235.9181	2.6105	424.7507	24.0949	7.878	24.3816	2.7591	420.1878	23.6108	1.8088	290
E560A3_4_096_2	-0.409	-0.142	1357.5627	281.8916	2.5313	381.873	23.5902	7.2452	28.6748	2.9158	408.17	26.8334	1.8517	400
E560A3_4_096_3	-0.022	-0.496	1516.7731	305.3446	2.649	457.5714	17.0298	11.9191	27.7371	2.8422	358.9182	24.8488	2.1467	440
E560A3_4_097_3	-2.188	-0.172	1219.442	295.8918	2.6428	350.8023	26.0413	6.5232	29.8121	4.6803	423.4209	29.3417	1.8016	595
E560A3_4_097_4	-2.552	-0.877	1243.1865	313.8779	2.7703	379.7976	21.2051	8.5825	29.6363	3.5047	395.9367	28.7212	1.946	550
E560A3_4_098_1	-0.234	0.952	1291.8381	318.3002	2.5981	407.6843	16.2697	10.3594	29.5932	3.3068	371.5256	27.3338	2.0457	540
E560A3_4_099_4	-1.302	-0.585	1220.9654	293.0551	2.6405	357.3842	17.9084	8.5494	31.1709	4.6431	408.7276	27.0373	1.8149	540
E560A3_4_102_3	0.257	-1.492	1361.8775	337.9827	2.5685	460.3812	18.1167	10.7453	27.8302	2.5235	339.5897	27.4504	2.2722	350
E560A3_4_104_1	-0.881	-2.548	1401.9486	318.086	2.5807	443.3094	14.7631	12.1805	26.9245	2.9238	359.8653	27.7927	2.1558	510
E560A3_4_104_3	-0.422	-2.345	1091.0354	395.0531	2.6123	425.2606	14.7314	11.521	32.7407	3.7263	334.5542	29.7182	2.3411	575
E560A3_4_107_1	-1.321	0.509	1130.2775	318.4443	2.4472	358.2655	29.8184	4.9719	31.4437	4.5443	392.9187	29.2026	1.8963	590
E560A3_4_109_3	-1.03	-2.347	1538.4421	300.9961	2.6784	462.2698	15.0779	13.0671	26.3028	2.6969	359.785	25.7767	2.1501	530
E560A3_4_109_5	0.89	-2.014	1153.5104	355.8913	2.5283	409.3707	19.507	9.4299	30.989	3.4095	358.2964	29.3356	2.1745	560
E560A3_4_112_2	1.072	0.227	1509.1927	299.2263	2.6716	453.4213	16.4581	11.6004	27.6452	2.6583	359.8829	24.7376	2.1143	420
E560A3_4_112_4	-1.994	-3.445	1277.9298	310.2917	2.5773	398.1381	17.3763	9.6285	28.9479	2.8719	380.683	27.6195	1.9987	400
E560A3_4_113_2	3.292	-1.236	1338.5283	324.9303	2.6151	431.9751	19.4159	9.9147	29.5994	3.6375	356.0397	26.3745	2.1373	370
E560A3_4_114_1	3.288	-0.996	1419.6111	304.8979	2.6332	430.8801	19.8053	9.3642	28.8471	3.0263	369.2457	25.2866	2.07	430
E560A3_4_115_4	2.372	0.058	1209.0486	321.7767	2.5974	385.7168	15.3297	9.9035	30.1892	3.7347	378.09	28.7136	1.9879	450
E560A3_4_116_3	-2.237	0.651	1489.9945	243.8832	2.6569	361.4842	26.7665	6.861	28.1018	3.3786	453.908	24.999	1.6668	480
E560A3_4_116_5	-1.148	-1.179	1253.7879	326.4972	2.5931	407.1473	14.6358	10.8572	29.8632	3.5214	371.1113	27.7075	2.079	570
E560A3_4_117_2	-20.364	8.858	1382.5304	320.9311	2.6408	445.7575	12.7004	12.9	29.2255	2.2219	356.972	25.5744	2.1716	370
E560A3_4_118_1	-2.861	-0.908	1313.1598	310.3881	2.5884	404.063	20.7114	8.5139	30.5061	3.1788	381.6024	26.0974	2.0084	510
E560A3_4_118_5	-1.9	-2.688	1399.5586	299.682	2.6485	419.3267	18.3646	10.2621	27.1586	3.0271	374.4379	27.1267	2.0233	360
E560A3_4_119_5	-20.788	9.601	1268.1768	295.875	2.5221	372.7764	24.4324	7.0392	30.247	3.7039	401.6867	27.1634	1.8684	470
E560A3_4_120_2	-3.519	-0.436	1236.5059	300.8672	2.6065	370.4367	17.2147	9.3049	31.0058	3.1487	404.7844	27.3183	1.8779	430
E560A3_4_120_5	-3.529	-1.724	1018.3998	340.0375	2.6527	346.1469	15.1642	8.9527	33.2517	4.2522	396.2692	31.105	1.9214	700
E560A3_4_121_2	7.222	15.417	1776.2193	291.2854	2.5508	524.9057	23.7867	9.5537	24.6405	1.8175	352.0666	23.8497	2.3043	390
E560A3_4_123_2	10.334	21.069	1835.1172	279.1444	2.5959	512.4448	24.0014	10.3189	24.8455	2.3903	348.1823	22.5817	2.201	420
E560A3_4_124_2	5.911	15.141	1492.9436	321.1219	2.5857	477.9915	19.4012	10.8857	27.1454	2.8136	344.7027	25.9831	2.2649	630
E560A3_4_124_5	7.034	15.787	1324.8124	352.3196	2.7288	458.4511	13.1485	14.3579	29.2347	3.3667	334.3459	27.5951	2.3017	730
E560A3_4_125_3	7.273	16.323	1480.2806	292.4213	2.7078	425.5225	17.1284	11.35	27.682	3.5641	374.9999	25.6628	2.005	530
E560A3_4_126_1	-1.321	-1.027	1370.0155	295.7804	2.6107	395.5926	23.0442	8.2086	28.9883	4.0289	392.8077	26.7466	1.9309	670
E560A3_4_126_2	-1.285	-0.785	1296.0771	325.9626	2.588	416.6425	17.0533	10.1979	29.5946	2.1807	367.8211	27.2018	2.1007	510
E560A3_4_128_5	1.425	-1.2	1174.7691	322.064	2.5507	372.8299	19.6165	7.7277	31.3131	3.1475	386.4813	28.4476	1.9501	410
E560A3_4_129_3	-1.354	0.671	1412.5843	276.2106	2.6913	389.0619	16.2851	11.2762	28.6425	2.4429	413.2793	25.8928	1.856	450
E560A3_4_129_5	0.035	-0.774	1499.7392	309.5327	2.6301	466.6781	16.2364	11.7897	27.0653	2.1078	353.2175	25.4024	2.1932	290
E560A3_4_130_4	1.403	-1.076	1165.7142	320.3525	2.6004	370.7835	15.4857	9.4519	31.9355	4.1903	387.2278	28.1073	1.9348	620
E560A3_4_131_1	1.089	-0.692	1336.212	278.1537	2.6242	372.1858	20.4479	8.2684	29.1178	4.5453	415.0007	26.6795	1.8124	585
E560A3_4_131_5	0.262	-1.818	1396.6627	315.0548	2.5817	434.1063	18.4533	10.0669	28.2226	2.9364	361.7369	26.5115	2.1115	530
E560A3_4_132_3	1.232	-1.207	1252.3963	359.9171	2.5944	448.9422	14.9712	11.7773	29.0221	2.7275	335.6175	28.8733	2.3081	520
E560A3_4_132_4	-0.356	-0.775	1220.1367	339.5948	2.5456	412.048	16.0155	9.3876	29.2147	2.9435	355.6109	29.2203	2.127	600
E560A3_4_133_4	-1.474	1.045	1519.7115	258.7581	2.6984	396.0362	13.9931	12.0219	28.2272	2.3946	424.4485	24.2052	1.8162	400
E560A3_4_135_3	-0.837	-2.25	1162.6463	346.5246	2.6069	401.7476	16.4191	10.2526	31.9813	3.3435	370.6679	28.1216	2.1278	595
E560A3_4_136_1	0.58	-1.591	1183.0213	355.1472	2.6037	420.3503	17.1579	10.4488	30.6524	4.0132	348.2645	28.4156	2.2057	470
E560A3_4_136_2	2.254	-1.463	1416.052	283.4485	2.688	402.908	15.7213	11.1118	27.2103	3.0422	399.256	26.8101	1.9239	370
E560A3_4_137_2	1.712	0.761	1288.5926	352.122	2.6312	448.3012	18.154	10.8595	29.1897	3.1028	330.6959	27.6808	2.2738	480
E560A3_4_137_5	2.449	0.243	1726.6089	267.2029	2.6271	457.973	16.2797	12.2987	25.5411	2.4604	375.9587	23.3848	2.0084	245
E560A3_4_138_2	-0.117	0.417	1179.2966	361.6211	2.5407	421.5163	21.9525	8.5076	28.593	2.9821	340.499	30.8535	2.2192	410
E560A3_4_138_4	1.484	-0.831	1507.426	300.5022	2.679	445.7556	19.2318	11.3981	26.365	2.4583	365.7767	26.4359	2.0917	300
E560A3_4_139_1	0.811	-3.013	1372.0245	304.4411	2.5643	417.8013	25.9762	7.7574	30.0301	4.4938	375.7009	25.3987	2.0253	540
E560A3_4_139_3	-0.256	0.415	1365.3644	306.7035	2.5342	417.4622	23.2537	7.7008	28.0637	3.3966	373.9013	27.3753	2.0355	555
E560A3_4_140_5	1.174	-1.007	1256.4981	330.1023	2.5874	409.0018	17.2263	9.7	27.5422	2.8159	363.0774	30.0005	2.0841	495
E560A3_4_141_2	7.629	9.978	1272.7379	312.8401	2.5987	397.814	17.5415	9.3227	29.7225	2.4825	382.1251	27.7542	1.9999	400
E560A3_4_141_5	5.897	12.305	1268.6721	345.1339	2.5726	438.4728	18.5636	9.912	29.3425	2.8837	345.5666	27.6986	2.2336	560
E560A3_4_142_1	2.387	-0.136	1447.3407	299.538	2.5978	436.0729	19.7274	9.7602	27.2082	2.7389	375.7679	26.3044	2.0711	410
E560A3_4_143_5	-0.155	-1.382	1222.8129	304.8615	2.529	377.904	21.7525	7.2505	29.8048	4.2618	400.1266	28.4249	1.9243	540
E560A3_4_144_2	3.547	-0.514	1553.6808	285.0541	2.6324	446.8585	15.8792	11.6605	26.357	2.5412	381.5933	25.3337	2.0537	445
E560A3_4_145_3	1.926	-1.322	1369.1574	333.4752	2.6606	459.0612	14.575	13.1214	28.2349	2.9737	340.9389	26.947	2.2544	540
E560A3_4_146_2	2.493	-3.249	1790.6437	243.7116	2.6769	440.4209	20.7416	10.5223	25.8251	3.105	412.4165	22.4071	1.8816	260
E560A3_4_146_3	2.009	-4.36	1392.6827	292.7745	2.6327	404.9862	20.6677	8.8671	28.2743	4.2181	387.5578	26.4755	1.9545	595
E560A3_4_147_3	1.742	-0.593	1607.5946	252.7242	2.6305	405.5071	25.8706	8.007	26.3977	3.4617	425.3346	24.6293	1.8242	480
E560A3_4_148_1	-0.817	0.466	1407.7903	303.2663	2.5321	430.0767	24.232	7.6577	28.0323	3.5625	378.3681	26.4165	2.0717	400
E560A3_4_149_2	0.335	-0.838	1822.7035	231.987	2.6413	422.5234	18.9849	10.6638	24.3938	2.3813	430.3476	23.391	1.7864	295
