Tree	q1	q2	cellpop	coars	cryst	dens	mfa	moe	rad	rwidth	specsurf	tad	cellwt	h97
E560A3_6_027_1	0.688	-1.411	1258.317	337.715	2.5209	420.1645	27.5561	6.7772	29.8427	3.7359	355.5578	28.1178	2.14	705
E560A3_6_027_4	1.829	-0.826	1434.1179	317.7842	2.7159	451.8255	13.5859	14.1554	27.8508	3.9861	361.3638	26.4015	2.1798	720
E560A3_6_028_1	2.078	-3.961	1420.5243	299.2748	2.6354	421.0243	18.1059	10.2273	27.6362	3.4187	372.23	26.5098	2.0191	430
E560A3_6_028_4	0.38	-0.784	1434.7288	283.0893	2.6728	403.4322	15.8828	11.0285	29.6425	3.5859	393.4906	24.4494	1.9088	630
E560A3_6_029_3	2.652	0.144	1478.12	302.4392	2.6569	444.1475	19.3111	10.6293	28.3389	3.4266	366.8694	25.0779	2.1	475
E560A3_6_029_4	1.661	-0.374	1249.5447	338.2662	2.6097	420.4232	16.5769	10.6522	31.1048	3.5838	357.3192	26.7719	2.1485	515
E560A3_6_030_5	1.516	0.09	1133.7468	328.327	2.6003	372.1743	19.5879	8.5952	30.7641	3.6595	381.6546	29.7166	1.9706	570
E560A3_6_031_3	3.093	-0.126	1442.6771	295.093	2.5749	424.0278	24.4543	8.5247	27.7065	3.3417	380.1965	25.9842	2.0206	540
E560A3_6_032_5	0.692	-0.063	1276.5345	325.599	2.5234	414.5682	29.2983	6.1832	29.0942	4.2648	366.0138	27.9113	2.0971	740
E560A3_6_033_4	2.878	-2.026	1239.6119	339.0509	2.5885	416.1929	19.2896	9.5234	30.6621	3.8625	358.8211	27.508	2.1365	560
E560A3_6_034_2	0.573	-3.201	1236.6681	361.0693	2.5828	441.4366	20.6995	9.7187	30.9326	2.8975	339.7862	27.3553	2.2878	500
E560A3_6_035_3	0.873	-1.496	1334.0242	321.1296	2.4094	432.3614	31.3523	5.3827	29.5612	4.2139	359.0253	26.1847	2.1319	625
E560A3_6_036_1	-0.761	0.582	1376.8812	316.8814	2.5504	432.7383	23.832	9.1339	28.8261	3.3575	368.599	26.3401	2.125	550
E560A3_6_036_4	-0.452	0.136	1497.2274	316.8348	2.5254	473.8476	24.7074	9.181	27.3406	2.3413	344.2103	25.5354	2.234	430
E560A3_6_038_1	-3.042	0.578	1379.7496	338.6142	2.5657	463.1536	24.3662	9.2034	28.2628	2.788	345.2418	27.0393	2.2843	575
E560A3_6_039_1	-1.888	3.607	1428.705	315.4918	2.5904	446.773	18.5676	10.1986	27.5507	3.0875	361.4556	26.7284	2.1579	475
E560A3_6_039_4	-0.71	1.166	1090.7075	332.0897	2.5761	362.1399	16.1878	9.0256	32.5393	4.3368	390.7344	29.5411	1.9496	555
E560A3_6_041_2	-3.617	2.146	1345.176	316.3328	2.5832	424.4536	16.8948	10.4614	28.9952	3.545	373.9888	26.9535	2.0969	710
E560A3_6_041_4	-5.121	2.315	1149.5637	343.6974	2.6002	398.7769	13.8485	10.8799	31.4758	3.1762	363.3979	28.5059	2.1069	640
E560A3_6_042_5	-5.482	2.157	1492.2315	303.1965	2.6311	452.8815	14.5256	12.1523	27.0012	2.475	364.9014	25.4469	2.1434	340
E560A3_6_043_1	-4.228	3.64	1533.2965	316.9904	2.6032	488.6056	14.9658	13.4493	25.3598	1.6143	347.8608	26.5344	2.2998	460
E560A3_6_043_5	-0.583	0.842	1144.7805	350.8296	2.5994	405.904	16.3873	10.0846	30.4684	3.4875	354.9895	29.7647	2.1473	620
E560A3_6_044_4	-7.305	1.717	1305.9516	298.38	2.5601	387.7894	22.0442	7.7553	30.8022	3.8625	395.424	25.9852	1.9188	595
E560A3_6_045_2	-0.041	0.396	1363.8239	339.1537	2.6291	464.6695	13.0509	13.9391	27.1095	2.1211	345.6664	28.3233	2.2948	540
E560A3_6_045_3	-0.586	-0.326	1244.6085	341.3419	2.607	423.0375	14.5827	11.7344	30.2656	3.0837	358.7379	27.9621	2.1683	690
E560A3_6_046_3	-5.315	-1.178	1529.8699	268.7753	2.6059	406.3867	16.376	10.4249	27.0813	3.0589	400.0868	24.9077	1.8754	375
E560A3_6_047_1	-4.693	0.247	1660.0164	221.8644	2.6167	368.9356	23.0658	7.346	25.0836	2.6422	461.4702	24.5894	1.6134	330
E560A3_6_047_4	-3.501	0.165	1461.2594	297.769	2.5816	431.4452	18.4832	9.978	27.0644	3.6475	374.5847	26.2562	2.0527	615
E560A3_6_048_1	-3.554	-1.141	1644.2742	260.6467	2.6366	430.7259	15.8863	11.6813	25.8692	2.2513	398.3357	24.1387	1.9205	400
E560A3_6_048_4	-6.314	-2.866	1629.5475	275.2733	2.6911	446.3751	12.4575	14.0933	24.509	3.0515	380.7415	26.1734	2.0066	520
E560A3_6_049_3	-4.284	-1.682	1330.1303	322.3609	2.6397	429.3907	16.614	11.1528	29.3611	2.9262	361.4597	26.7497	2.1266	620
E560A3_6_052_2	-18.439	9.454	1242.3253	309.9435	2.5766	386.3425	18.4448	9.2789	31.0023	3.5776	391.0775	26.9396	1.9584	460
E560A3_6_053_4	-5	1.238	1481.7918	257.3379	2.6094	375.1349	21.4291	8.3898	27.542	2.9583	429.7526	25.6701	1.7498	390
E560A3_6_054_1	-4.332	0.061	1338.4809	310.672	2.5886	413.764	15.9836	11.0835	29.0792	2.7893	375.7962	26.7196	2.0431	570
E560A3_6_055_2	-5.112	-0.378	1503.1769	312.8896	2.6185	472.3087	14.8957	13.5149	26.8992	2.1461	351.2737	25.6571	2.223	405
E560A3_6_056_4	-1.455	0.089	1277.8363	303.3274	2.6197	391.7816	9.9815	12.7554	29.908	2.7976	396.0499	27.0375	1.9619	550
E560A3_6_057_1	-0.138	-0.797	1109.0361	354.3498	2.5701	396.1415	15.1907	10.6538	31.1527	4.6326	365.5108	30.2696	2.1334	690
E560A3_6_058_1	-0.233	-1.889	1298.1775	333.3454	2.538	434.3193	19.5606	9.955	29.0927	2.8925	353.5816	27.7397	2.1777	400
E560A3_6_058_3	-35.856	18.189	1511.3566	261.881	2.5467	396.6797	24.8255	7.2075	27.616	3.0842	411.8054	24.7815	1.8261	600
E560A3_6_059_4	1.38	-0.662	1370.2623	307.3411	2.5316	424.3137	24.9932	7.4416	28.8044	3.9398	376.4849	26.3593	2.0666	580
E560A3_6_059_5	1.395	-0.634	1048.9831	379.64	2.5769	395.2826	16.8739	9.6295	33.6391	4.3238	343.9997	29.8983	2.1873	550
E560A3_6_060_2	0.751	-1.082	1245.3051	321.1838	2.5991	401.8165	15.7889	10.5064	30.739	3.7602	376.1027	27.3524	2.0389	680
E560A3_6_060_3	0.82	-2.013	1294.3432	334.0404	2.5839	437.1066	15.6187	11.8876	30.0377	2.806	356.0238	26.5587	2.1944	530
E560A3_6_061_2	5.522	2.824	1212.9546	349.6249	2.6022	420.3754	14.2382	11.0222	31.7113	2.9583	351.1533	26.9767	2.1818	570
E560A3_6_062_1	4.878	2.153	1029.4179	345.9613	2.5898	355.3215	15.1635	9.1464	34.8946	4.0174	384.308	29.0497	1.9618	700
E560A3_6_063_1	3.345	1.006	1486.6992	312.2661	2.6271	453.2019	17.3697	11.6204	29.0697	2.825	353.6279	24.2397	2.1453	385
E560A3_6_063_3	0.672	-0.072	1558.4529	271.428	2.6566	423.601	23.5453	9.0808	26.3326	2.4133	394.3863	25.4523	1.9359	400
E560A3_6_064_2	3.258	2.694	1425.826	319.0483	2.6203	455.658	17.8177	11.1431	28.9107	2.3597	350.0578	25.1397	2.1896	365
E560A3_6_065_4	4.044	1.429	1368.338	291.3499	2.5177	397.8425	25.4702	7.4071	30.0302	2.9588	390.7492	25.1302	1.9254	330
E560A3_6_066_3	-2.834	-0.322	1248.5071	335.0138	2.6226	411.8114	21.5006	9.1424	28.1359	2.475	360.4266	29.9001	2.105	420
E560A3_6_066_4	-5.94	0.054	1325.6148	339.3477	2.5812	454.6184	16.9766	10.9746	29.8245	3.1812	345.0976	26.4699	2.2597	535
E560A3_6_067_2	-3.387	0.528	1377.3057	311.8191	2.5853	419.0643	20.4377	9.5826	28.778	3.8569	369.3246	26.9465	2.0482	720
E560A3_6_067_3	-4.58	0.91	1029.3695	355.7575	2.5835	364.4365	19.2242	8.2564	32.4251	3.8429	373.0299	31.4376	2.0233	650
E560A3_6_069_1	-4.612	-0.836	1386.0826	286.1599	2.6232	395.4737	23.9675	8.0438	29.7447	3.625	405.8858	25.365	1.9073	570
E560A3_6_070_1	-5.651	-0.876	1157.5179	374.8144	2.6106	436.8409	18.8177	9.9845	32.1126	2.4569	333.2298	28.0536	2.3158	395
E560A3_6_071_4	0.868	-1.691	1143.6906	333.9551	2.5647	382.6804	16.5888	9.5522	32.9898	4.0025	380.1066	27.674	2.0182	520
E560A3_6_072_1	0.973	-0.515	1296.3833	287.2846	2.6676	372.4585	11.1042	12.4029	29.413	4.0281	404.1371	27.1182	1.8426	570
E560A3_6_072_5	-3.761	0.585	1331.5906	344.7452	2.5311	462.5149	21.0288	9.9877	29.5119	3.1821	341.9549	26.6427	2.308	550
E560A3_6_073_5	-0.291	1.777	1322.0497	340.1936	2.6433	452.824	15.2934	11.892	29.4471	2.2691	343.6891	26.71	2.261	330
E560A3_6_074_4	-3.23	-0.453	1075.8267	361.9529	2.526	381.8315	22.4183	7.5131	32.2222	3.1763	364.7147	30.7779	2.0913	540
E560A3_6_076_4	-2.649	-0.034	1350.8981	292.9638	2.5939	393.0608	22.8778	8.7547	29.1055	3.8167	394.1961	26.529	1.9185	630
E560A3_6_077_1	1.038	-4.426	1388.3311	316.2517	2.5898	432.9551	17.4479	10.6626	28.4403	2.2921	366.6589	26.5065	2.1165	440
E560A3_6_077_4	-2.197	0.031	1461.9648	289.3529	2.565	424.7277	20.9289	9.1778	28.012	2.9363	383.8079	25.5135	1.999	550
E560A3_6_079_1	1.969	-4.276	1180.6311	328.3587	2.4818	382.5592	24.4264	7.2864	32.2151	4.101	377.345	27.4779	1.994	720
E560A3_6_080_1	-5.156	1.303	1402.592	287.9025	2.6152	403.8381	18.4798	9.4445	29.1711	4.2319	397.9774	25.3739	1.9393	690
E560A3_6_081_2	-0.483	-0.938	1156.4277	331.4921	2.4951	378.0644	23.982	6.8505	31.0948	3.8012	379.1124	29.1954	1.9964	750
E560A3_6_082_4	1.717	-0.568	1357.1081	308.9338	2.5987	414.2738	15.5571	10.5336	28.8917	3.1571	376.0324	26.8429	2.0321	520
E560A3_6_083_1	2.451	-2.262	1336.4015	304.7445	2.5912	411.1828	17.0602	9.8395	28.5229	3.4813	381.0453	27.3617	2.0188	330
E560A3_6_084_4	2.547	-2.565	1138.7822	333.2686	2.5499	380.3695	21.6144	7.9819	33.1557	4.1463	375.6802	27.5432	2.0042	550
E560A3_6_085_5	0.125	-1.769	1182.5075	332.6764	2.5306	389.3582	19.9735	8.427	30.2613	4.3417	375.975	29.5743	2.0356	680
E560A3_6_086_3	-0.315	-2.024	1399.5075	273.0071	2.6827	380.7268	16.7737	10.2655	27.5686	4.3162	417.1888	27.4868	1.8182	720
E560A3_6_087_2	1.87	-2.063	1270.5311	298.8272	2.5507	379.2152	19.2446	7.907	29.9437	3.3033	397.1812	27.544	1.899	610
E560A3_6_088_4	-1.321	-1.014	1306.5145	333.7681	2.5167	436.818	20.5041	9.8795	29.3537	2.9434	356.2407	27.2142	2.1894	500
E560A3_6_089_2	0.925	-1.645	1410.8157	278.3069	2.5427	389.357	20.8734	8.0725	26.8798	3.9817	401.6284	27.2698	1.8623	540
E560A3_6_090_1	1.221	-1.11	1402.5333	305.4592	2.5058	424.7198	25.3895	8.1232	28.5889	3.3536	370.037	25.9896	2.0508	580
E560A3_6_091_4	-1.006	-1.554	1627.8486	265.743	2.599	434.6595	17.8803	10.8481	25.6769	2.4521	393.598	24.7438	1.9488	290
E560A3_6_091_5	2.458	-1.85	1472.7083	287.4815	2.5862	418.3523	26.0568	7.6132	27.4007	3.1062	380.6604	25.8618	1.9719	400
E560A3_6_092_4	0.634	-0.616	1362.7483	285.0598	2.5483	385.1381	21.3437	8.0594	28.8034	2.8653	403.8765	26.6048	1.8718	530
E560A3_6_093_3	0.292	-0.145	1725.9804	236.7724	2.6428	407.094	28.124	6.5834	26.9686	3.3883	427.6774	22.3428	1.7552	400
E560A3_6_093_5	1.711	-2.812	1393.8383	272.8407	2.4704	382.7048	25.3175	6.7931	28.7981	3.1167	416.155	25.7356	1.8278	400
E560A3_6_094_5	1.055	-2.383	1301.1648	341.3285	2.5904	445.8578	15.3105	11.8986	29.8961	3.3841	346.9047	26.7596	2.2417	620
E560A3_6_095_2	3.315	-0.465	1634.0469	262.6852	2.621	426.1024	24.7722	8.3154	25.9651	2.825	398.6688	24.6579	1.9067	400
E560A3_6_096_5	-1.384	-1.016	1634.1298	244.0565	2.5352	399.306	29.9321	5.5683	25.2836	4.9767	420.1004	24.9666	1.7683	570
E560A3_6_097_4	0.694	0.47	1530.3432	272.3695	2.6202	416.2632	18.6884	9.3346	25.3773	1.8544	391.1453	26.8114	1.9123	320
E560A3_6_098_3	0.105	-1.507	1373.0212	309.0977	2.5821	425.2707	18.7948	10.0245	28.2401	3.6524	380.6249	27.033	2.0821	680
E560A3_6_099_1	-1.608	0.665	1468.6883	292.8877	2.4818	427.5113	20.4432	8.9339	27.4175	2.6962	379.0763	25.8009	2.0231	370
E560A3_6_100_1	-1.424	-0.32	1189.9988	349.8968	2.5533	411.8978	16.2886	10.2756	30.7883	3.4023	358.8951	28.5521	2.1638	640
E560A3_6_101_3	-2.325	-0.628	1259.1311	318.6319	2.6206	396.3662	17.6266	10.0953	28.7409	4.3611	378.1239	28.9678	2.0102	780
E560A3_6_101_5	-0.142	-1.474	1211.2136	394.0731	2.6363	476.9056	13.4955	13.6692	30.5709	2.6639	308.7819	28.1671	2.5034	500
E560A3_6_102_3	-0.689	-1.305	1272.1006	340.3337	2.5608	427.9219	17.3848	9.9166	29.4995	2.7887	348.5754	27.9288	2.174	430
E560A3_6_103_2	-2.312	0.346	1182.3007	329.9808	2.688	386.8615	14.7928	11.267	32.3599	4.0438	382.2646	27.5745	2.0184	640
E560A3_6_103_3	-0.314	0.631	1750.5207	259.0166	2.6489	453.6535	21.3718	9.8907	24.6046	2.015	387.3016	24.1278	1.9699	370
E560A3_6_104_1	-2.682	-0.479	1377.4526	297.7368	2.5555	408.7729	22.321	7.8694	29.3367	3.5239	385.2446	25.803	1.983	600
E560A3_6_105_1	-1.278	-0.409	1386.1477	318.5123	2.5864	442.0933	22.862	8.7699	28.3211	3.7	360.1659	26.4947	2.1588	580
E560A3_6_106_1	-0.888	-0.035	1463.3273	286.5473	2.5694	419.0957	20.7438	9.2992	28.1611	3.3571	390.4815	25.1791	1.9806	500
E560A3_6_106_4	-1.919	-0.228	1160.9642	334.1464	2.5834	386.67	18.5029	8.9981	30.1995	4.4125	371.7862	29.7837	2.0331	650
E560A3_6_107_1	-0.662	-1.159	1209.571	336.37	2.5826	404.5849	21.1464	8.4056	30.8418	4.2605	367.4768	28.2543	2.0945	485
E560A3_6_108_1	-1.399	-2.269	1362.2574	305.4535	2.565	408.4829	18.898	9.2774	28.3966	3.2167	384.7113	27.2467	2.0074	600
E560A3_6_108_4	-1.605	0.825	1345.1657	292.7497	2.4987	392.3924	25.7107	6.7681	29.2084	2.8538	393.3076	26.5237	1.9176	460
E560A3_6_109_1	1.192	-1.508	1229.43	320.8977	2.4832	393.4118	26.6634	6.6475	30.0305	3.8762	380.1069	28.2115	2.0145	600
E560A3_6_109_3	2.038	-3.105	1383.672	291.5965	2.6207	404.5725	22.3123	8.7163	28.8504	3.8103	387.1773	26.2117	1.9471	570
E560A3_6_110_1	-1.818	0.803	1402.6106	300.2793	2.6351	417.9161	18.9222	9.8057	28.7123	2.6898	384.6942	25.9865	2.0205	620
E560A3_6_112_3	-1.561	-1.81	1434.5239	315.7791	2.6205	451.2408	19.621	9.7263	28.5528	3.0711	356.3885	25.4573	2.166	560
E560A3_6_112_5	0.05	0.348	1393.7762	305.8399	2.6821	417.9706	14.1884	12.5425	28.902	3.7724	376.6285	26.2572	2.0286	620
E560A3_6_113_4	3.495	0.778	1359.3496	304.7318	2.6339	411.6851	17.8103	9.53	29.5132	3.1	375.512	25.9302	2.0109	520
E560A3_6_114_4	4.043	-2.315	1374.022	311.8304	2.6528	427.9402	14.6294	11.1461	29.0729	2.6857	365.9537	26.0171	2.0855	520
E560A3_6_114_5	3.239	-0.669	1377.1714	294.0181	2.6524	398.0697	19.387	9.377	29.9976	3.8776	391.1412	25.5966	1.9281	640
E560A3_6_115_2	2.286	-0.474	1413.7276	292.9475	2.6388	418.3727	16.9894	10.4725	27.614	2.3632	385.0536	26.4926	2.0008	440
E560A3_6_115_3	-1.588	-0.451	1257.3813	310.8392	2.6401	389.296	13.9632	10.8857	30.068	3.7542	383.774	27.7018	1.9667	540
E560A3_6_116_3	-5.34	-1.133	1549.6381	280.5611	2.5978	426.3725	24.0778	8.6342	27.2829	2.6735	385.3007	24.7278	1.9694	460
E560A3_6_117_1	-19.205	9.552	1253.5158	286.3791	2.599	360.1262	17.2711	8.5124	30.2333	4.4125	416.3893	27.3725	1.806	555
E560A3_6_118_3	-0.661	1.659	1364.2612	277.6551	2.6253	378.2362	11.8484	11.2516	28.2099	3.0579	411.318	27.0887	1.8275	610
E560A3_6_119_2	-2.182	-1.401	1109.1828	373.6882	2.6105	411.8941	14.3679	11.644	31.3516	3.5833	346.2859	30.1697	2.2338	650
E560A3_6_120_2	-1.502	-0.575	1427.4826	287.6191	2.5814	411.3857	22.6887	8.4249	28.3536	2.2339	384.5273	25.6124	1.9555	300
E560A3_6_120_3	-1.619	-1.456	1269.301	298.0283	2.6363	371.9595	23.5729	6.886	31.2689	4.0513	410.8628	26.4932	1.8729	580
E560A3_6_121_3	6.533	10.558	1402.4455	274.77	2.5649	381.0355	23.2828	7.6404	28.1632	3.4937	411.9047	26.5006	1.8233	560
E560A3_6_121_4	10.369	20.293	1585.8781	286.3646	2.6321	451.8094	18.7053	10.5142	26.4171	1.894	371.1147	24.9961	2.0639	475
E560A3_6_122_2	12.239	23.816	1566.3471	315.5728	2.6352	491.0072	19.272	12.212	25.6355	1.8274	338.8468	25.7601	2.285	430
E560A3_6_123_1	8.442	17.866	1549.8357	341.8234	2.6671	531.142	16.8069	14.1168	26.9334	1.7261	319.7457	24.7179	2.5123	450
E560A3_6_123_3	9.871	18.57	1634.4414	319.771	2.5053	530.3181	31.7776	7.356	25.9216	2.2738	333.0646	24.4548	2.4235	460
E560A3_6_124_2	7.369	15.268	1428.2105	316.9743	2.6415	449.8874	13.9422	12.5706	26.6739	2.1984	349.8412	27.4022	2.1602	440
E560A3_6_125_4	12.953	24.625	1701.6187	291.0945	2.6498	494.082	19.0671	11.6582	24.1344	1.8529	352.4346	25.4793	2.1996	500
E560A3_6_125_5	6.47	16.061	1279.0041	345.2092	2.6426	429.8465	23.1902	9.1146	30.3454	3.7125	346.8616	27.4663	2.1886	750
E560A3_6_126_4	-0.797	-2.73	1413.4271	279.0793	2.6148	393.3119	16.0064	9.7045	27.4046	2.9217	402.0498	26.7156	1.8774	320
E560A3_6_127_2	0.677	-0.842	1406.4239	308.3917	2.5914	433.4833	21.3928	9.356	27.7696	3.3476	369.4081	26.838	2.092	530
E560A3_6_128_1	1.084	0.345	1145.7207	294.0403	2.596	341.2536	18.7852	7.947	33.227	4.294	428.6051	27.0978	1.7741	600
E560A3_6_128_4	0.532	0.803	1472.8354	247.3688	2.6209	364.8353	13.6853	10.3519	27.9526	4.2735	443.7015	25.241	1.688	590
E560A3_6_129_4	0.779	-1.302	1051.4417	372.49	2.6302	393.4533	10.8087	12.0713	33.5141	3.9724	354.0836	29.591	2.1715	685
E560A3_6_131_1	1.558	-1.296	1584.5884	302.1808	2.6142	476.9871	18.1126	11.4414	26.0218	2.5944	353.0351	25.2972	2.196	390
E560A3_6_132_3	0.184	-0.962	1719.7898	255.8074	2.6303	437.8361	19.4912	10.1071	24.6271	2.4036	395.626	24.5489	1.9148	330
E560A3_6_132_5	2.802	0.064	1492.6664	295.0376	2.6058	431.6837	22.4164	8.9542	27.7774	3.6456	371.9514	25.7066	2.0277	530
E560A3_6_133_2	1.201	2.278	1293.8076	287.1914	2.5993	369.6876	19.7147	8.6135	29.0134	2.8057	415.37	27.9616	1.8341	630
E560A3_6_134_5	0.925	-1.583	1529.9653	280.922	2.6247	426.5936	18.4951	10.437	26.5796	2.2671	386.6577	25.7549	1.9745	520
E560A3_6_135_2	0.93	-2.732	1497.4947	267.9777	2.6897	400.2267	15.6468	10.9506	28.7836	3.4094	408.0753	24.1903	1.8507	440
E560A3_6_135_4	-0.611	-0.527	1132.3373	344.717	2.604	389.8716	11.4049	11.3473	31.9917	3.465	370.0215	28.7545	2.077	570
E560A3_6_135_5	-1.508	-2.243	1369.1759	300.5599	2.6397	413.9423	12.8602	11.4599	28.9753	2.9881	383.7592	26.3175	2.0111	500
E560A3_6_136_4	-0.279	-2.08	1345.5854	301.4252	2.6567	400.8584	14.3772	11.1351	27.4111	2.4512	390.5341	28.4839	1.9706	450
E560A3_6_137_1	2.142	-0.058	1297.3336	351.792	2.5495	453.8727	20.3444	9.9898	29.0893	2.0592	334.2533	27.3674	2.2956	340
E560A3_6_138_2	-0.087	-0.74	1257.2678	347.3661	2.5979	438.8	18.9877	10.1665	29.8062	2.7987	342.8233	27.6155	2.236	470
E560A3_6_139_1	2.183	-1.13	1254.4014	307.5752	2.5626	384.5205	21.7971	7.7646	29.7685	3.5765	386.9122	27.7984	1.9425	540
E560A3_6_140_4	1.336	-1.456	1157.4583	341.7077	2.6021	397.5913	11.5293	11.996	28.9352	3.1612	370.4366	31.0462	2.0916	570
E560A3_6_141_1	1.529	-0.386	1730.9261	277.6987	2.6456	480.9769	18.9907	10.5936	25.6671	2.7313	363.768	23.425	2.1122	460
E560A3_6_141_4	1.081	0.383	1303.1793	343.078	2.6144	446.8949	12.1236	13.4073	28.6218	2.5632	339.9281	27.4838	2.2511	450
E560A3_6_141_5	2.266	-0.031	1415.1725	309.5585	2.6808	435.3701	13.5272	13.0887	29.0998	2.7764	364.5008	25.419	2.0964	600
E560A3_6_142_1	2.159	0.94	1552.9445	297.4951	2.6621	457.0577	17.8899	11.6906	27.0988	2.4781	362.2297	24.9592	2.1161	450
E560A3_6_143_4	1.415	-3.666	1467.7405	236.6524	2.464	351.4152	31.6334	4.6673	29.5123	3.2221	466.5285	23.8723	1.6122	300
E560A3_6_143_5	0.524	-0.153	1359.6354	290.0322	2.5429	395.3407	24.4146	7.08	27.0918	3.375	391.492	27.8024	1.9188	270
E560A3_6_144_1	2.656	-0.576	1490.7738	307.8696	2.6194	455.7308	15.5109	12.419	26.2038	1.9917	365.2868	26.5595	2.1615	360
E560A3_6_145_1	2.095	-0.99	1401.2805	320.5674	2.6211	451.8226	11.6406	14.3463	27.3942	3.019	362.3883	26.9956	2.2037	535
E560A3_6_146_3	1.67	-3.57	1465.6936	263.1864	2.5858	382.4649	24.2416	7.7762	28.0486	3.6406	421.1391	25.4384	1.7899	500
E560A3_6_146_4	0.314	-1.291	1266.5826	315.1367	2.6166	397.8252	15.3506	10.4029	30.1796	3.494	379.1618	27.2675	2.0054	590
E560A3_6_147_3	0.667	-0.827	1419.4305	332.1382	2.6403	465.2917	16.1651	12.1845	28.9436	2.562	344.9886	25.5414	2.2622	610
E560A3_6_147_4	1.917	-0.612	1277.6493	295.1876	2.6023	377.9464	19.0707	8.6202	30.0149	3.6614	408.5774	27.4659	1.8871	645
E560A3_6_148_2	-2.643	-0.054	1355.9583	290.0473	2.6688	385.4794	22.236	8.4231	29.0732	3.8938	405.9753	26.7385	1.8886	730
E560A3_6_149_2	0.036	0.235	1295.5988	291.7626	2.606	376.662	18.1234	8.3099	28.5268	2.6182	409.8809	28.5852	1.8706	495
E560A3_6_149_4	1.84	-1.287	1257.4257	323.4883	2.599	406.2288	16.4271	10.5891	30.8718	3.59	372.5599	26.9238	2.0554	530
E560A3_6_150_1	-0.953	-1.42	1502.2661	290.3726	2.5928	434.388	26.5084	7.6982	28.2723	3.6803	373.1029	24.4612	2.0238	605
E560A3_6_151_1	1.139	-2.303	1075.9831	383.1495	2.599	411.2694	15.0105	10.2962	29.9002	2.5236	338.0913	32.3475	2.2529	470
E560A3_6_151_5	-0.781	-1.329	1221.2013	329.7902	2.5671	404.3704	19.5148	8.9932	30.2874	3.1167	373.6467	28.1814	2.078	675
E560A3_6_152_2	2.462	0.231	1386.6056	263.7047	2.5805	365.0773	21.6254	7.4648	28.48	4.1469	429.6198	26.3685	1.7457	495
E560A3_6_153_3	0.599	0.36	1301.5085	292.5576	2.627	372.4219	22.7362	7.9854	29.8039	3.6194	403.6947	27.2923	1.8499	640
E560A3_6_154_1	0.402	-2.096	1437.5791	301.8391	2.5404	435.4353	25.0717	7.5694	26.5228	2.3845	369.8211	27.3768	2.0713	480
E560A3_6_154_3	2.399	-1.8	1397.8193	290.5592	2.6962	398.9752	16.2399	11.1238	28.6643	2.9286	392.5954	26.1936	1.9247	470
E560A3_6_155_2	-0.086	-0.033	1487.0942	261.7991	2.6069	391.8761	15.0269	10.9237	27.5322	2.5806	423.8925	25.4573	1.8194	420
E560A3_6_155_5	-0.116	0.276	1175.9713	362.4407	2.604	423.1697	12.8668	11.6877	29.2409	3.025	345.0937	30.3047	2.2382	480
E560A3_6_156_3	3.104	-1.539	1630.8338	261.3067	2.6151	424.04	12.4191	12.7185	24.3858	2.0289	407.9392	26.0395	1.9022	400
E560A3_6_156_4	2.586	-0.953	1434.9628	269.7849	2.6067	388.4662	15.3341	10.6934	25.7206	3.8719	413.0602	27.9447	1.8332	580
E560A3_6_156_5	2.631	-1.913	1286.2318	336.0971	2.6422	423.7937	13.6627	12.6488	28.5506	3.0955	357.782	28.7328	2.1512	540
E560A3_6_158_4	2.539	-3.023	1130.0234	318.5075	2.6016	357.2422	22.9637	7.2112	32.6909	4.8063	398.7653	28.4773	1.8884	670
E560A3_6_159_3	1.699	0.292	1386.5281	315.961	2.6587	441.0444	17.5192	10.7913	27.5716	2.4028	363.153	26.9292	2.149	350
E560A3_6_159_5	0.247	-0.372	1543.7823	298.7859	2.6376	456.7824	20.9473	10.3467	27.3679	2.3327	357.7752	24.6058	2.1195	295
E560A3_6_160_5	2.339	0.084	1323.3483	317.335	2.6357	418.9765	19.1184	10.3139	29.0369	3.8202	373.4259	27.208	2.0826	650
E560A3_6_161_4	-0.054	-2.105	1205.4682	344.6067	2.6473	413.1683	18.0941	10.2409	30.1939	3.1935	352.2483	28.4913	2.1482	630
E560A3_6_162_1	-0.973	-0.91	1227.9964	336.4353	2.4913	404.21	24.059	7.4813	29.9448	3.6772	363.8933	28.7065	2.0881	715
E560A3_6_164_1	-0.247	-1.156	1200.642	334.7046	2.6747	404.093	17.8951	9.8838	30.6718	3.4087	369.6135	28.1511	2.0986	700
E560A3_6_164_5	0.332	-0.083	1255.448	275.3784	2.6362	348.2327	20.3289	7.9034	29.0833	4.2781	432.9372	28.3846	1.7393	565
E560A3_6_165_3	-0.599	-0.322	1191.7529	336.7961	2.6893	405.282	12.5466	12.5885	29.6095	2.8083	362.2665	29.1044	2.1044	460
E560A3_6_165_5	-2.446	-3.295	1228.0198	338.9643	2.66	413.3248	16.9381	10.0928	30.3908	3.4225	360.9122	28.1269	2.1287	585
E560A3_6_166_4	1.387	-0.137	1268.0228	315.1548	2.663	397.4971	16.7702	9.1423	28.2035	3.0276	376.8167	28.995	2.0066	400
E560A3_6_167_2	-0.483	-1.685	1230.3868	356.9937	2.6708	436.6769	15.6122	11.0707	30.6212	2.6011	341.1417	27.9487	2.2564	630
E560A3_6_167_4	-2.121	-2.813	1071.8586	338.8642	2.5838	360.2374	22.5545	7.4188	32.9411	3.6135	390.6319	29.4789	1.9686	680
